Year,Region,Region Code,Industry,Industry Code,Measure,Gas type,Value,Value Unit,Value Label,Null Reason
2016,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,364.99,number,Kilotonnes of CO2 equivalent,
2017,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,385.48,number,Kilotonnes of CO2 equivalent,
2018,Bay of Plenty,Bay of Plenty Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,405.8,number,Kilotonnes of CO2 equivalent,
2007,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,830.73,number,Kilotonnes of CO2 equivalent,
2008,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,863.49,number,Kilotonnes of CO2 equivalent,
2009,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,838.24,number,Kilotonnes of CO2 equivalent,
2010,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,816.91,number,Kilotonnes of CO2 equivalent,
2011,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,795.66,number,Kilotonnes of CO2 equivalent,
2012,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,766.36,number,Kilotonnes of CO2 equivalent,
2013,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,790.32,number,Kilotonnes of CO2 equivalent,
2014,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,795.49,number,Kilotonnes of CO2 equivalent,
2015,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,839.44,number,Kilotonnes of CO2 equivalent,
2016,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,805.95,number,Kilotonnes of CO2 equivalent,
2017,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,826.97,number,Kilotonnes of CO2 equivalent,
2018,Canterbury,Canterbury Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,878.11,number,Kilotonnes of CO2 equivalent,
2007,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,50.54,number,Kilotonnes of CO2 equivalent,
2008,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,50.24,number,Kilotonnes of CO2 equivalent,
2009,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,48.14,number,Kilotonnes of CO2 equivalent,
2010,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,48.37,number,Kilotonnes of CO2 equivalent,
2011,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,45.86,number,Kilotonnes of CO2 equivalent,
2012,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,42.43,number,Kilotonnes of CO2 equivalent,
2013,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,42.1,number,Kilotonnes of CO2 equivalent,
2014,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,41.74,number,Kilotonnes of CO2 equivalent,
2015,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,41.36,number,Kilotonnes of CO2 equivalent,
2016,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,40.23,number,Kilotonnes of CO2 equivalent,
2017,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,40.16,number,Kilotonnes of CO2 equivalent,
2018,Gisborne,Gisborne Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,42.8,number,Kilotonnes of CO2 equivalent,
2007,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,165.79,number,Kilotonnes of CO2 equivalent,
2008,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,168.11,number,Kilotonnes of CO2 equivalent,
2009,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,159.83,number,Kilotonnes of CO2 equivalent,
2010,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,154.49,number,Kilotonnes of CO2 equivalent,
2011,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,149.73,number,Kilotonnes of CO2 equivalent,
2012,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,148.86,number,Kilotonnes of CO2 equivalent,
2013,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,154.31,number,Kilotonnes of CO2 equivalent,
2014,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,143.31,number,Kilotonnes of CO2 equivalent,
2015,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,153.76,number,Kilotonnes of CO2 equivalent,
2016,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,157.3,number,Kilotonnes of CO2 equivalent,
2017,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,168.68,number,Kilotonnes of CO2 equivalent,
2018,Hawke's Bay,Hawke's Bay Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,175.43,number,Kilotonnes of CO2 equivalent,
2007,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,244.04,number,Kilotonnes of CO2 equivalent,
2008,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,252.36,number,Kilotonnes of CO2 equivalent,
2009,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,237.65,number,Kilotonnes of CO2 equivalent,
2010,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,234.59,number,Kilotonnes of CO2 equivalent,
2011,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,231.71,number,Kilotonnes of CO2 equivalent,
2012,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,224.16,number,Kilotonnes of CO2 equivalent,
2013,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,221.58,number,Kilotonnes of CO2 equivalent,
2014,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,220.25,number,Kilotonnes of CO2 equivalent,
2015,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,226.29,number,Kilotonnes of CO2 equivalent,
2016,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,226.18,number,Kilotonnes of CO2 equivalent,
2017,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,240.48,number,Kilotonnes of CO2 equivalent,
2018,Manawatū-Whanganui,Manawatu-Wanganui Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,255.54,number,Kilotonnes of CO2 equivalent,
2007,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,55.48,number,Kilotonnes of CO2 equivalent,
2008,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,55.99,number,Kilotonnes of CO2 equivalent,
2009,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,54.56,number,Kilotonnes of CO2 equivalent,
2010,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,54.38,number,Kilotonnes of CO2 equivalent,
2011,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,54.33,number,Kilotonnes of CO2 equivalent,
2012,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,51.48,number,Kilotonnes of CO2 equivalent,
2013,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,52.47,number,Kilotonnes of CO2 equivalent,
2014,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,52.34,number,Kilotonnes of CO2 equivalent,
2015,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,55.51,number,Kilotonnes of CO2 equivalent,
2016,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,53.71,number,Kilotonnes of CO2 equivalent,
2017,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,56.42,number,Kilotonnes of CO2 equivalent,
2018,Marlborough,Marlborough Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,55.87,number,Kilotonnes of CO2 equivalent,
2007,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,144.73,number,Kilotonnes of CO2 equivalent,
2008,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,147.67,number,Kilotonnes of CO2 equivalent,
2009,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,137.99,number,Kilotonnes of CO2 equivalent,
2010,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,135.4,number,Kilotonnes of CO2 equivalent,
2011,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,129.78,number,Kilotonnes of CO2 equivalent,
2012,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,140.09,number,Kilotonnes of CO2 equivalent,
2013,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,137.81,number,Kilotonnes of CO2 equivalent,
2014,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,133.61,number,Kilotonnes of CO2 equivalent,
2015,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,133.56,number,Kilotonnes of CO2 equivalent,
2016,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,130.33,number,Kilotonnes of CO2 equivalent,
2010,Canterbury,Canterbury Region,Total all industries,TOTAL,Greenhouse gas emissions,Carbon dioxide equivalents,9399.29,number,Kilotonnes of CO2 equivalent,
2017,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,138.33,number,Kilotonnes of CO2 equivalent,
2018,Northland,Northland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,144.13,number,Kilotonnes of CO2 equivalent,
2007,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,315.24,number,Kilotonnes of CO2 equivalent,
2008,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,327.5,number,Kilotonnes of CO2 equivalent,
2009,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,321.22,number,Kilotonnes of CO2 equivalent,
2010,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,313.53,number,Kilotonnes of CO2 equivalent,
2011,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,315.73,number,Kilotonnes of CO2 equivalent,
2012,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,306.05,number,Kilotonnes of CO2 equivalent,
2013,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,322.88,number,Kilotonnes of CO2 equivalent,
2014,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,318.49,number,Kilotonnes of CO2 equivalent,
2015,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,337.23,number,Kilotonnes of CO2 equivalent,
2016,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,345.52,number,Kilotonnes of CO2 equivalent,
2017,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,362.22,number,Kilotonnes of CO2 equivalent,
2018,Otago,Otago Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,394.36,number,Kilotonnes of CO2 equivalent,
2007,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,163.66,number,Kilotonnes of CO2 equivalent,
2008,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,162.66,number,Kilotonnes of CO2 equivalent,
2009,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,157.3,number,Kilotonnes of CO2 equivalent,
2010,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,152.01,number,Kilotonnes of CO2 equivalent,
2011,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,149.87,number,Kilotonnes of CO2 equivalent,
2012,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,143.65,number,Kilotonnes of CO2 equivalent,
2013,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,158.24,number,Kilotonnes of CO2 equivalent,
2014,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,151.33,number,Kilotonnes of CO2 equivalent,
2015,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,152.07,number,Kilotonnes of CO2 equivalent,
2016,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,141.81,number,Kilotonnes of CO2 equivalent,
2017,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,158.74,number,Kilotonnes of CO2 equivalent,
2018,Southland,Southland Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,155.41,number,Kilotonnes of CO2 equivalent,
2007,Taranaki,Taranaki Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,122.19,number,Kilotonnes of CO2 equivalent,
2008,Taranaki,Taranaki Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,123.83,number,Kilotonnes of CO2 equivalent,
2009,Taranaki,Taranaki Region,Service industries,"F,G,H,I,J,K,L,M,N,O,P,Q,R,S",Greenhouse gas emissions,Carbon dioxide equivalents,120.6,number,Kilotonnes of CO2 equivalent,
